"Id","MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","GrLivArea_stand","MasVnrArea_stand","LotFrontage_log","SalePrice_log","is_Fireplace","TotalBathrooms","TotalSF_stand"
11,20,"RL",11200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA",3,"No","Rec",906,"Unf",0,134,1040,"GasA","Ex","Y","SBrkr",1040,0,0,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1965,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,0,2,2008,"WD","Normal",-0.904817217976368,-0.570554637923002,4.24849524204936,11.7714361601217,"0",2,-0.592722505393991
12,60,"RL",11924,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","CompShg","WdShing","Wd Shng","Stone","Ex","TA","PConc","Ex",3,"No","GLQ",998,"Unf",0,177,1175,"GasA","Ex","Y","SBrkr",1182,1142,0,1,0,3,0,4,1,"Ex",11,"Typ",2,"Gd","BuiltIn",2005,"Fin",3,736,"TA","TA","Y",147,21,0,0,0,0,0,7,2006,"New","Partial",1.53866124573997,1.01190442652113,4.44265125649032,12.7512996960135,"1",4,1.13415481878104
13,20,"RL",12968,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","CompShg","HdBoard","Plywood","None","TA","TA","CBlock","TA",3,"No","ALQ",737,"Unf",0,175,912,"GasA","TA","Y","SBrkr",912,0,0,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1962,"Unf",1,352,"TA","TA","Y",140,0,0,0,176,0,0,9,2008,"WD","Normal",-1.14840385610385,-0.570554637923002,4.23410650459726,11.8775685785581,"0",2,-0.904266265076026
14,20,"RL",10652,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd",3,"Av","Unf",0,"Unf",0,1494,1494,"GasA","Ex","Y","SBrkr",1494,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,840,"TA","TA","Y",160,33,0,0,0,0,0,8,2007,"New","Partial",-0.0408458608679422,1.12256589955918,4.51085950651685,12.5407575715773,"1",2,0.512284267228227
15,20,"RL",10920,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","MetalSd","MetalSd","BrkFace","TA","TA","CBlock","TA",3,"No","BLQ",733,"Unf",0,520,1253,"GasA","TA","Y","SBrkr",1253,0,0,1,0,1,1,2,1,"TA",5,"Typ",1,"Fa","Attchd",1960,"RFn",1,352,"TA","TA","Y",0,213,176,0,0,0,0,5,2008,"WD","Normal",-0.499473827967349,0.602456976280342,4.23410650459726,11.9640010843304,"1",2.5,-0.0742942177981045
16,45,"RM",6120,"Pave","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA",3,"No","Unf",0,"Unf",0,832,832,"GasA","Ex","Y","FuseA",854,0,0,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,0,0,0,0,0,7,2007,"WD","Normal",-1.25877905150537,-0.570554637923002,3.93182563272433,11.7905572015685,"0",1,-1.07220782302962
17,20,"RL",11241,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA",3,"No","ALQ",578,"Unf",0,426,1004,"GasA","Ex","Y","SBrkr",1004,0,0,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1970,"Fin",2,480,"TA","TA","Y",0,0,0,0,0,0,700,3,2010,"WD","Normal",-0.973325959949723,0.42539861941946,4.23410650459726,11.9117015849276,"1",2,-0.680344187804563
18,90,"RL",10791,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","Slab","None",0,"None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1296,0,0,0,0,2,0,2,2,"TA",6,"Typ",0,"None","CarPort",1967,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,500,10,2006,"WD","Normal",-0.417643941721396,-0.570554637923002,4.27666611901606,11.4075649493124,"0",2,-1.54682526942022
19,20,"RL",13695,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","TA",3,"No","GLQ",646,"Unf",0,468,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1,0,1,1,3,1,"Gd",6,"Typ",0,"None","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,102,0,0,0,0,0,6,2008,"WD","Normal",-0.763993692808915,-0.570554637923002,4.18965474202643,11.9766594812024,"0",2.5,-0.412611269327814
20,20,"RL",7560,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","CompShg","BrkFace","Plywood","None","TA","TA","CBlock","TA",3,"No","LwQ",504,"Unf",0,525,1029,"GasA","TA","Y","SBrkr",1339,0,0,0,0,1,0,3,1,"TA",6,"Min1",0,"None","Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,0,5,2009,"COD","Abnorml",-0.335814055475444,-0.570554637923002,4.24849524204936,11.8422292121128,"0",1,-0.242235775751702
21,60,"RL",14215,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex",3,"Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,0,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,0,11,2006,"New","Partial",1.63761831747926,1.53201334979997,4.61512051684126,12.6925031124614,"1",3.5,1.17674869217507
22,45,"RM",7449,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","PConc","TA",3,"No","Unf",0,"Unf",0,637,637,"GasA","Ex","Y","FuseF",1108,0,0,0,0,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1930,"Unf",1,280,"TA","TA","N",0,0,205,0,0,0,0,6,2007,"WD","Normal",-0.775411816471141,-0.570554637923002,4.04305126783455,11.8451027773086,"1",1,-1.0004067221654
23,20,"RL",9742,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd",3,"No","Unf",0,"Unf",0,1777,1777,"GasA","Ex","Y","SBrkr",1795,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",171,159,0,0,0,0,0,9,2008,"WD","Normal",0.531963342853723,0.984239058261619,4.31748811353631,12.3458345879053,"1",2,1.22299346900287
24,120,"RM",4224,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None","TA","TA","PConc","Gd",3,"No","GLQ",840,"Unf",0,200,1040,"GasA","TA","Y","SBrkr",1060,0,0,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Unf",2,572,"TA","TA","Y",100,110,0,0,0,0,0,6,2007,"WD","Normal",-0.866756805768948,-0.570554637923002,3.78418963391826,11.7745202026587,"1",2,-0.568383149168832
25,20,"RL",8246,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","CompShg","Plywood","Plywood","None","TA","Gd","CBlock","TA",3,"Mn","Rec",188,"ALQ",668,204,1060,"GasA","Ex","Y","SBrkr",1060,0,0,1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,0,0,0,0,0,5,2010,"WD","Normal",-0.866756805768948,-0.570554637923002,4.23410650459726,11.9447078813958,"1",2,-0.544043792943673
26,20,"RL",14230,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd",3,"No","Unf",0,"Unf",0,1566,1566,"GasA","Ex","Y","SBrkr",1600,0,0,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",0,56,0,0,0,0,0,7,2009,"WD","Normal",0.160874323831382,2.97061249929464,4.70048036579242,12.4541039123522,"1",2,0.728904537632142
27,20,"RL",7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA",3,"Mn","BLQ",234,"Rec",486,180,900,"GasA","TA","Y","SBrkr",900,0,0,0,1,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd",2005,"Unf",2,576,"TA","TA","Y",222,32,0,0,0,0,0,5,2010,"WD","Normal",-1.1712401034283,-0.570554637923002,4.0943445622221,11.8115474774603,"0",1.5,-0.933473492546217
28,20,"RL",11478,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex",3,"No","GLQ",1218,"Unf",0,486,1704,"GasA","Ex","Y","SBrkr",1704,0,0,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",0,50,0,0,0,0,0,5,2010,"WD","Normal",0.358788467309964,0.536060092457511,4.58496747867057,12.6313403809345,"1",3,1.02341074795657
29,20,"RL",16321,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA",3,"Gd","BLQ",1277,"Unf",0,207,1484,"GasA","TA","Y","SBrkr",1600,0,0,1,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"RFn",1,319,"TA","TA","Y",288,258,0,0,0,0,0,12,2006,"WD","Normal",0.160874323831382,-0.570554637923002,3.85014760171006,12.2428866186529,"1",2,0.62911317710899
30,30,"RM",6324,"Pave","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None","TA","TA","BrkTil","TA",3,"No","Unf",0,"Unf",0,520,520,"GasA","Fa","N","SBrkr",520,0,0,0,0,1,0,1,1,"Fa",4,"Typ",0,"None","Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,0,87,0,0,0,0,5,2008,"WD","Normal",-1.89438793536928,-0.570554637923002,4.0943445622221,11.1345890242503,"0",1,-1.85836902910226
31,70,"C (all)",8500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","CompShg","BrkFace","BrkFace","None","TA","Fa","BrkTil","TA",3,"No","Unf",0,"Unf",0,649,649,"GasA","TA","N","SBrkr",649,668,0,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd",1920,"Unf",1,250,"TA","Fa","N",0,54,172,0,0,0,0,7,2008,"WD","Normal",-0.377680508903606,-0.570554637923002,3.91202300542815,10.5966347330961,"0",1,-0.731456835877397
32,20,"RL",8544,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","TA",3,"No","Unf",0,"Unf",0,1228,1228,"GasA","Gd","Y","SBrkr",1228,0,0,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1966,"Unf",1,271,"TA","TA","Y",0,65,0,0,0,0,0,6,2008,"WD","Normal",-0.547049343226623,-0.570554637923002,4.23410650459726,11.9140478236443,"0",1.5,-0.135142608361002
33,20,"RL",11049,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex",3,"Av","Unf",0,"Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1234,0,0,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,0,1,2008,"WD","Normal",-0.535631219564397,-0.570554637923002,4.44265125649032,12.1001564199386,"0",2,-0.120538994625907
34,20,"RL",10552,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","TA",3,"No","Rec",1018,"Unf",0,380,1398,"GasA","Gd","Y","SBrkr",1700,0,0,0,1,1,1,4,1,"Gd",6,"Typ",1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",0,38,0,0,0,0,0,4,2010,"WD","Normal",0.35117638486848,-0.570554637923002,4.24849524204936,12.0167264737993,"1",2,0.646150726466601
35,120,"RL",7313,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex",3,"No","GLQ",1153,"Unf",0,408,1561,"GasA","Ex","Y","SBrkr",1561,0,0,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,556,"TA","TA","Y",203,47,0,0,0,0,0,8,2007,"WD","Normal",0.0866565200269135,0.790581480445029,4.0943445622221,12.5335762121686,"1",3,0.675357953936792
36,60,"RL",13418,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex",3,"Av","Unf",0,"Unf",0,1117,1117,"GasA","Ex","Y","SBrkr",1132,1320,0,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,0,0,0,0,0,9,2006,"WD","Normal",1.78224788386746,0.159811084128137,4.68213122712422,12.6410965558799,"1",3.5,1.2193425655691
37,20,"RL",10859,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd",3,"No","Unf",0,"Unf",0,1097,1097,"GasA","Ex","Y","SBrkr",1097,0,0,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1995,"Unf",2,672,"TA","TA","Y",392,64,0,0,0,0,0,6,2009,"WD","Normal",-0.796345043185222,-0.570554637923002,4.71849887129509,11.8844890214027,"0",1.5,-0.453988174910585
38,20,"RL",8532,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA",3,"No","Rec",1213,"Unf",0,84,1297,"GasA","Gd","Y","SBrkr",1297,0,0,0,1,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,0,10,2009,"WD","Normal",-0.415740921111026,3.02594323581367,4.30406509320417,11.9381932003746,"1",1.5,0.032798949592595
39,20,"RL",7922,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA",3,"No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1,0,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,0,1,2010,"WD","Abnorml",-0.872465867600061,-0.570554637923002,4.21950770517611,11.5991031612113,"0",2,-0.551345599811221
40,90,"RL",6040,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",4,5,1955,1955,"Gable","CompShg","AsbShng","Plywood","None","TA","TA","PConc","None",0,"None","None",0,"None",0,0,0,"GasA","TA","N","FuseP",1152,0,0,0,0,2,0,2,2,"Fa",6,"Typ",0,"None","None",1955,"None",0,0,"None","None","N",0,0,0,0,0,0,0,6,2008,"WD","AdjLand",-0.691678909614818,-0.570554637923002,4.17438726989564,11.3144745262464,"0",2,-1.72206863424137
41,20,"RL",8658,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1965,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA",3,"No","Rec",643,"Unf",0,445,1088,"GasA","Ex","Y","SBrkr",1324,0,0,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1965,"RFn",2,440,"TA","TA","Y",0,138,0,0,0,0,0,12,2006,"WD","Abnorml",-0.364359364631009,-0.011714199080843,4.43081679884331,11.982929094216,"1",2,-0.188689192056352
42,20,"RL",16905,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA",3,"Gd","BLQ",967,"Unf",0,383,1350,"GasA","Gd","Y","SBrkr",1328,0,0,0,1,1,1,2,1,"TA",5,"Typ",2,"Gd","Attchd",1959,"RFn",1,308,"TA","TA","P",0,104,0,0,0,0,0,7,2007,"WD","Normal",-0.356747282189525,-0.570554637923002,4.74493212836325,12.0435537160324,"1",2,0.135024245738263
43,85,"RL",9180,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","SFoyer",5,7,1983,1983,"Gable","CompShg","HdBoard","HdBoard","None","TA","TA","CBlock","Gd",3,"Av","ALQ",747,"LwQ",93,0,840,"GasA","Gd","Y","SBrkr",884,0,0,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1983,"RFn",2,504,"TA","Gd","Y",240,0,0,0,0,0,0,12,2007,"WD","Normal",-1.20168843319424,-0.570554637923002,4.23410650459726,11.8775685785581,"0",2,-1.02596304620182
